Test Name:,"UCT_AST_9AH_B03_VARIED DCHG",
Test Date:,"2024/05/08 11:28:38 AM",
Operator ID:,"Uyilo",

Program Name:,"UCT_AST9AH_VARIED_DISCH",
Program Description:,"Charge and discharge test",
Program Database:,C:\VisuaLCN\Programs\Standard tests.mdb,

Module Type:,fj,
Module Description:,"LCV 16-100-12",
Address:,"Port: 1, Sys Controller: 1  Circuit: 13",
Name:,"Channel 13",Device ID:,"Unknown",

"Exclude","Total Time, (h:m:s)","Cycle","Loop Counter #1","Loop Counter #2","Loop Counter #3","Step","Step time, (h:m:s)","Current, A","Voltage, V","Power, W","Amp-Hours, AH","Watt-Hours, WH","Unassigned A1","Unassigned A2","Mode","Data Acquisition Flag",
No,="0:05:14.6",1,1,1,1,4,="0:00:01.0",0.37,13.698,5.0,0.00,0.00,0.0,0.0,CHRG, ,
No,="0:05:15.6",1,1,1,1,4,="0:00:02.0",0.36,13.699,4.9,0.00,0.00,0.0,0.0,CHRG, ,
No,="0:05:16.6",1,1,1,1,4,="0:00:03.0",0.36,13.700,4.8,0.00,0.00,0.0,0.0,CHRG, ,
No,="0:05:17.6",1,1,1,1,4,="0:00:04.0",0.35,13.700,4.7,0.00,0.00,0.0,0.0,CHRG, ,
No,="0:05:18.6",1,1,1,1,4,="0:00:05.0",0.34,13.700,4.6,0.00,0.00,0.0,0.0,CHRG, ,
No,="0:05:19.6",1,1,1,1,4,="0:00:06.0",0.34,13.700,4.6,0.00,0.00,0.0,0.0,CHRG, ,
No,="0:05:20.6",1,1,1,1,4,="0:00:07.0",0.33,13.700,4.5,0.00,0.00,0.0,0.0,CHRG, ,
No,="0:05:21.6",1,1,1,1,4,="0:00:08.0",0.32,13.700,4.3,0.00,0.01,0.0,0.0,CHRG, ,
No,="0:05:22.6",1,1,1,1,4,="0:00:09.0",0.31,13.700,4.2,0.00,0.01,0.0,0.0,CHRG, ,
No,="0:05:23.6",1,1,1,1,4,="0:00:10.0",0.31,13.699,4.2,0.00,0.01,0.0,0.0,CHRG, ,
No,="0:05:24.6",1,1,1,1,4,="0:00:11.0",0.30,13.700,4.1,0.00,0.01,0.0,0.0,CHRG, ,
No,="0:05:25.6",1,1,1,1,4,="0:00:12.0",0.30,13.699,4.1,0.00,0.01,0.0,0.0,CHRG, ,
No,="0:05:26.6",1,1,1,1,4,="0:00:13.0",0.29,13.699,3.9,0.00,0.01,0.0,0.0,CHRG, ,
No,="0:05:27.6",1,1,1,1,4,="0:00:14.0",0.29,13.699,3.9,0.00,0.01,0.0,0.0,CHRG, ,
No,="0:05:28.6",1,1,1,1,4,="0:00:15.0",0.28,13.700,3.8,0.00,0.01,0.0,0.0,CHRG, ,
No,="0:05:29.6",1,1,1,1,4,="0:00:16.0",0.29,13.700,4.0,0.00,0.01,0.0,0.0,CHRG, ,
No,="0:05:30.6",1,1,1,1,4,="0:00:17.0",0.28,13.700,3.8,0.00,0.02,0.0,0.0,CHRG, ,
No,="0:05:31.6",1,1,1,1,4,="0:00:18.0",0.28,13.701,3.8,0.00,0.02,0.0,0.0,CHRG, ,
No,="0:05:32.6",1,1,1,1,4,="0:00:19.0",0.28,13.700,3.8,0.00,0.02,0.0,0.0,CHRG, ,
No,="0:05:33.6",1,1,1,1,4,="0:00:20.0",0.28,13.700,3.7,0.00,0.02,0.0,0.0,CHRG, ,
No,="0:05:34.6",1,1,1,1,4,="0:00:21.0",0.27,13.700,3.7,0.00,0.02,0.0,0.0,CHRG, ,
No,="0:05:35.6",1,1,1,1,4,="0:00:22.0",0.26,13.700,3.5,0.00,0.02,0.0,0.0,CHRG, ,
No,="0:05:36.6",1,1,1,1,4,="0:00:23.0",0.26,13.700,3.5,0.00,0.02,0.0,0.0,CHRG, ,
No,="0:05:37.6",1,1,1,1,4,="0:00:24.0",0.26,13.701,3.5,0.00,0.02,0.0,0.0,CHRG, ,
No,="0:05:38.6",1,1,1,1,4,="0:00:25.0",0.25,13.700,3.4,0.00,0.02,0.0,0.0,CHRG, ,
No,="0:05:39.6",1,1,1,1,4,="0:00:26.0",0.26,13.701,3.4,0.00,0.02,0.0,0.0,CHRG, ,
No,="0:05:40.6",1,1,1,1,4,="0:00:27.0",0.26,13.699,3.5,0.00,0.03,0.0,0.0,CHRG, ,
No,="0:05:41.6",1,1,1,1,4,="0:00:28.0",0.26,13.700,3.5,0.00,0.03,0.0,0.0,CHRG, ,
No,="0:05:42.6",1,1,1,1,4,="0:00:29.0",0.25,13.700,3.4,0.00,0.03,0.0,0.0,CHRG, ,
No,="0:05:43.6",1,1,1,1,4,="0:00:30.0",0.25,13.700,3.4,0.00,0.03,0.0,0.0,CHRG, ,
No,="0:05:44.6",1,1,1,1,4,="0:00:31.0",0.25,13.700,3.4,0.00,0.03,0.0,0.0,CHRG, ,
No,="0:05:45.6",1,1,1,1,4,="0:00:32.0",0.25,13.699,3.3,0.00,0.03,0.0,0.0,CHRG, ,
No,="0:05:46.6",1,1,1,1,4,="0:00:33.0",0.25,13.700,3.3,0.00,0.03,0.0,0.0,CHRG, ,
No,="0:05:47.6",1,1,1,1,4,="0:00:34.0",0.24,13.699,3.2,0.00,0.03,0.0,0.0,CHRG, ,
No,="0:05:48.6",1,1,1,1,4,="0:00:35.0",0.24,13.700,3.3,0.00,0.03,0.0,0.0,CHRG, ,
No,="0:05:49.6",1,1,1,1,4,="0:00:36.0",0.23,13.700,3.1,0.00,0.03,0.0,0.0,CHRG, ,
No,="0:05:50.6",1,1,1,1,4,="0:00:37.0",0.24,13.701,3.2,0.00,0.03,0.0,0.0,CHRG, ,
No,="0:05:51.6",1,1,1,1,4,="0:00:38.0",0.23,13.699,3.1,0.00,0.04,0.0,0.0,CHRG, ,
No,="0:05:52.6",1,1,1,1,4,="0:00:39.0",0.23,13.701,3.1,0.00,0.04,0.0,0.0,CHRG, ,
No,="0:05:53.6",1,1,1,1,4,="0:00:40.0",0.23,13.699,3.1,0.00,0.04,0.0,0.0,CHRG, ,
No,="0:05:54.6",1,1,1,1,4,="0:00:41.0",0.22,13.700,3.0,0.00,0.04,0.0,0.0,CHRG, ,
No,="0:05:55.6",1,1,1,1,4,="0:00:42.0",0.23,13.700,3.1,0.00,0.04,0.0,0.0,CHRG, ,
No,="0:05:56.6",1,1,1,1,4,="0:00:43.0",0.23,13.699,3.1,0.00,0.04,0.0,0.0,CHRG, ,
No,="0:05:57.6",1,1,1,1,4,="0:00:44.0",0.22,13.700,3.0,0.00,0.04,0.0,0.0,CHRG, ,
No,="0:05:58.6",1,1,1,1,4,="0:00:45.0",0.21,13.700,2.9,0.00,0.04,0.0,0.0,CHRG, ,
No,="0:05:59.6",1,1,1,1,4,="0:00:46.0",0.22,13.700,3.0,0.00,0.04,0.0,0.0,CHRG, ,
No,="0:06:00.6",1,1,1,1,4,="0:00:47.0",0.21,13.699,2.9,0.00,0.04,0.0,0.0,CHRG, ,
No,="0:06:01.6",1,1,1,1,4,="0:00:48.0",0.21,13.699,2.9,0.00,0.04,0.0,0.0,CHRG, ,
No,="0:06:02.6",1,1,1,1,4,="0:00:49.0",0.22,13.700,2.9,0.00,0.04,0.0,0.0,CHRG, ,
No,="0:06:03.6",1,1,1,1,4,="0:00:50.0",0.22,13.700,2.9,0.00,0.05,0.0,0.0,CHRG, ,
No,="0:06:04.6",1,1,1,1,4,="0:00:51.0",0.22,13.700,2.9,0.00,0.05,0.0,0.0,CHRG, ,
No,="0:06:05.6",1,1,1,1,4,="0:00:52.0",0.21,13.699,2.8,0.00,0.05,0.0,0.0,CHRG, ,
No,="0:06:06.6",1,1,1,1,4,="0:00:53.0",0.21,13.701,2.8,0.00,0.05,0.0,0.0,CHRG, ,
No,="0:06:07.6",1,1,1,1,4,="0:00:54.0",0.21,13.700,2.8,0.00,0.05,0.0,0.0,CHRG, ,
No,="0:06:08.6",1,1,1,1,4,="0:00:55.0",0.22,13.700,2.9,0.00,0.05,0.0,0.0,CHRG, ,
No,="0:06:09.6",1,1,1,1,4,="0:00:56.0",0.20,13.700,2.7,0.00,0.05,0.0,0.0,CHRG, ,
No,="0:06:10.6",1,1,1,1,4,="0:00:57.0",0.20,13.699,2.7,0.00,0.05,0.0,0.0,CHRG, ,
No,="0:06:11.6",1,1,1,1,4,="0:00:58.0",0.20,13.700,2.7,0.00,0.05,0.0,0.0,CHRG, ,
No,="0:06:12.6",1,1,1,1,4,="0:00:59.0",0.21,13.700,2.8,0.00,0.05,0.0,0.0,CHRG, ,
No,="0:06:13.6",1,1,1,1,4,="0:01:00.0",0.20,13.700,2.7,0.00,0.05,0.0,0.0,CHRG, ,
No,="0:06:14.6",1,1,1,1,4,="0:01:01.0",0.21,13.700,2.8,0.00,0.05,0.0,0.0,CHRG, ,
No,="0:06:15.6",1,1,1,1,4,="0:01:02.0",0.20,13.700,2.7,0.00,0.05,0.0,0.0,CHRG, ,
No,="0:06:16.6",1,1,1,1,4,="0:01:03.0",0.20,13.699,2.7,0.00,0.06,0.0,0.0,CHRG, ,
No,="0:06:17.6",1,1,1,1,4,="0:01:04.0",0.19,13.700,2.6,0.00,0.06,0.0,0.0,CHRG, ,
No,="0:06:18.6",1,1,1,1,4,="0:01:05.0",0.20,13.699,2.7,0.00,0.06,0.0,0.0,CHRG, ,
No,="0:06:19.6",1,1,1,1,4,="0:01:06.0",0.20,13.701,2.7,0.00,0.06,0.0,0.0,CHRG, ,
No,="0:06:20.6",1,1,1,1,4,="0:01:07.0",0.20,13.700,2.7,0.00,0.06,0.0,0.0,CHRG, ,
No,="0:06:21.6",1,1,1,1,4,="0:01:08.0",0.19,13.700,2.6,0.00,0.06,0.0,0.0,CHRG, ,
No,="0:06:22.6",1,1,1,1,4,="0:01:09.0",0.20,13.700,2.6,0.00,0.06,0.0,0.0,CHRG, ,
No,="0:06:23.6",1,1,1,1,4,="0:01:10.0",0.20,13.700,2.7,0.00,0.06,0.0,0.0,CHRG, ,
No,="0:06:24.6",1,1,1,1,4,="0:01:11.0",0.19,13.700,2.6,0.00,0.06,0.0,0.0,CHRG, ,
No,="0:06:25.6",1,1,1,1,4,="0:01:12.0",0.19,13.700,2.6,0.00,0.06,0.0,0.0,CHRG, ,
No,="0:06:26.6",1,1,1,1,4,="0:01:13.0",0.19,13.701,2.6,0.00,0.06,0.0,0.0,CHRG, ,
No,="0:06:27.6",1,1,1,1,4,="0:01:14.0",0.19,13.699,2.6,0.00,0.06,0.0,0.0,CHRG, ,
No,="0:06:28.6",1,1,1,1,4,="0:01:15.0",0.19,13.700,2.6,0.00,0.06,0.0,0.0,CHRG, ,
No,="0:06:29.6",1,1,1,1,4,="0:01:16.0",0.19,13.699,2.6,0.00,0.06,0.0,0.0,CHRG, ,
No,="0:06:30.6",1,1,1,1,4,="0:01:17.0",0.20,13.700,2.7,0.00,0.07,0.0,0.0,CHRG, ,
No,="0:06:31.6",1,1,1,1,4,="0:01:18.0",0.19,13.700,2.6,0.00,0.07,0.0,0.0,CHRG, ,
No,="0:06:32.6",1,1,1,1,4,="0:01:19.0",0.18,13.700,2.5,0.00,0.07,0.0,0.0,CHRG, ,
No,="0:06:33.6",1,1,1,1,4,="0:01:20.0",0.19,13.700,2.6,0.00,0.07,0.0,0.0,CHRG, ,
No,="0:06:34.6",1,1,1,1,4,="0:01:21.0",0.19,13.700,2.6,0.00,0.07,0.0,0.0,CHRG, ,
No,="0:06:35.6",1,1,1,1,4,="0:01:22.0",0.19,13.699,2.5,0.00,0.07,0.0,0.0,CHRG, ,
No,="0:06:36.6",1,1,1,1,4,="0:01:23.0",0.18,13.700,2.5,0.00,0.07,0.0,0.0,CHRG, ,
No,="0:06:37.6",1,1,1,1,4,="0:01:24.0",0.18,13.700,2.5,0.00,0.07,0.0,0.0,CHRG, ,
No,="0:06:38.6",1,1,1,1,4,="0:01:25.0",0.18,13.700,2.5,0.00,0.07,0.0,0.0,CHRG, ,
No,="0:06:39.6",1,1,1,1,4,="0:01:26.0",0.19,13.700,2.5,0.00,0.07,0.0,0.0,CHRG, ,
No,="0:06:40.6",1,1,1,1,4,="0:01:27.0",0.18,13.700,2.4,0.00,0.07,0.0,0.0,CHRG, ,
No,="0:06:41.6",1,1,1,1,4,="0:01:28.0",0.18,13.699,2.4,0.00,0.07,0.0,0.0,CHRG, ,
No,="0:06:42.6",1,1,1,1,4,="0:01:29.0",0.18,13.700,2.5,0.00,0.07,0.0,0.0,CHRG, ,
No,="0:06:43.6",1,1,1,1,4,="0:01:30.0",0.18,13.699,2.4,0.00,0.07,0.0,0.0,CHRG, ,
No,="0:06:44.6",1,1,1,1,4,="0:01:31.0",0.19,13.700,2.6,0.00,0.08,0.0,0.0,CHRG, ,
No,="0:06:45.6",1,1,1,1,4,="0:01:32.0",0.18,13.700,2.4,0.00,0.08,0.0,0.0,CHRG, ,
No,="0:06:46.6",1,1,1,1,4,="0:01:33.0",0.18,13.701,2.4,0.00,0.08,0.0,0.0,CHRG, ,
No,="0:06:47.6",1,1,1,1,4,="0:01:34.0",0.18,13.700,2.4,0.00,0.08,0.0,0.0,CHRG, ,
No,="0:06:48.6",1,1,1,1,4,="0:01:35.0",0.18,13.699,2.4,0.00,0.08,0.0,0.0,CHRG, ,
No,="0:06:49.6",1,1,1,1,4,="0:01:36.0",0.18,13.699,2.4,0.00,0.08,0.0,0.0,CHRG, ,
No,="0:06:50.6",1,1,1,1,4,="0:01:37.0",0.18,13.699,2.4,0.00,0.08,0.0,0.0,CHRG, ,
No,="0:06:51.6",1,1,1,1,4,="0:01:38.0",0.17,13.700,2.3,0.00,0.08,0.0,0.0,CHRG, ,
No,="0:06:52.6",1,1,1,1,4,="0:01:39.0",0.18,13.699,2.4,0.00,0.08,0.0,0.0,CHRG, ,
No,="0:06:53.6",1,1,1,1,4,="0:01:40.0",0.17,13.700,2.3,0.00,0.08,0.0,0.0,CHRG, ,
No,="0:06:54.6",1,1,1,1,4,="0:01:41.0",0.18,13.700,2.4,0.00,0.08,0.0,0.0,CHRG, ,
No,="0:06:55.6",1,1,1,1,4,="0:01:42.0",0.16,13.700,2.2,0.00,0.08,0.0,0.0,CHRG, ,
No,="0:06:56.6",1,1,1,1,4,="0:01:43.0",0.17,13.700,2.3,0.00,0.08,0.0,0.0,CHRG, ,
No,="0:06:57.6",1,1,1,1,4,="0:01:44.0",0.17,13.701,2.3,0.00,0.08,0.0,0.0,CHRG, ,
No,="0:06:58.6",1,1,1,1,4,="0:01:45.0",0.17,13.699,2.3,0.00,0.08,0.0,0.0,CHRG, ,
No,="0:06:59.6",1,1,1,1,4,="0:01:46.0",0.17,13.699,2.3,0.00,0.09,0.0,0.0,CHRG, ,
No,="0:07:00.6",1,1,1,1,4,="0:01:47.0",0.18,13.700,2.4,0.00,0.09,0.0,0.0,CHRG, ,
No,="0:07:01.6",1,1,1,1,4,="0:01:48.0",0.17,13.700,2.3,0.00,0.09,0.0,0.0,CHRG, ,
No,="0:07:02.6",1,1,1,1,4,="0:01:49.0",0.17,13.700,2.3,0.00,0.09,0.0,0.0,CHRG, ,
No,="0:07:03.6",1,1,1,1,4,="0:01:50.0",0.17,13.700,2.3,0.00,0.09,0.0,0.0,CHRG, ,
No,="0:07:04.6",1,1,1,1,4,="0:01:51.0",0.17,13.700,2.2,0.00,0.09,0.0,0.0,CHRG, ,
No,="0:07:05.6",1,1,1,1,4,="0:01:52.0",0.17,13.700,2.2,0.00,0.09,0.0,0.0,CHRG, ,
No,="0:07:06.6",1,1,1,1,4,="0:01:53.0",0.17,13.700,2.3,0.00,0.09,0.0,0.0,CHRG, ,
No,="0:07:07.6",1,1,1,1,4,="0:01:54.0",0.17,13.699,2.2,0.00,0.09,0.0,0.0,CHRG, ,
No,="0:07:08.6",1,1,1,1,4,="0:01:55.0",0.17,13.700,2.3,0.00,0.09,0.0,0.0,CHRG, ,
No,="0:07:09.6",1,1,1,1,4,="0:01:56.0",0.17,13.700,2.3,0.00,0.09,0.0,0.0,CHRG, ,
No,="0:07:10.6",1,1,1,1,4,="0:01:57.0",0.16,13.700,2.2,0.00,0.09,0.0,0.0,CHRG, ,
No,="0:07:11.6",1,1,1,1,4,="0:01:58.0",0.17,13.700,2.3,0.00,0.09,0.0,0.0,CHRG, ,
No,="0:07:12.6",1,1,1,1,4,="0:01:59.0",0.17,13.700,2.2,0.00,0.09,0.0,0.0,CHRG, ,
No,="0:07:13.6",1,1,1,1,4,="0:02:00.0",0.17,13.700,2.2,0.00,0.09,0.0,0.0,CHRG, ,
No,="0:07:14.6",1,1,1,1,4,="0:02:01.0",0.17,13.700,2.3,0.00,0.09,0.0,0.0,CHRG, ,
No,="0:07:15.6",1,1,1,1,4,="0:02:02.0",0.16,13.699,2.2,0.00,0.10,0.0,0.0,CHRG, ,
No,="0:07:16.6",1,1,1,1,4,="0:02:03.0",0.17,13.700,2.2,0.00,0.10,0.0,0.0,CHRG, ,
No,="0:07:17.6",1,1,1,1,4,="0:02:04.0",0.17,13.700,2.2,0.00,0.10,0.0,0.0,CHRG, ,
No,="0:07:18.6",1,1,1,1,4,="0:02:05.0",0.17,13.700,2.2,0.00,0.10,0.0,0.0,CHRG, ,
No,="0:07:19.6",1,1,1,1,4,="0:02:06.0",0.17,13.700,2.2,0.00,0.10,0.0,0.0,CHRG, ,
No,="0:07:20.6",1,1,1,1,4,="0:02:07.0",0.16,13.700,2.2,0.00,0.10,0.0,0.0,CHRG, ,
No,="0:07:21.6",1,1,1,1,4,="0:02:08.0",0.17,13.700,2.3,0.00,0.10,0.0,0.0,CHRG, ,
No,="0:07:22.6",1,1,1,1,4,="0:02:09.0",0.17,13.700,2.3,0.00,0.10,0.0,0.0,CHRG, ,
No,="0:07:23.6",1,1,1,1,4,="0:02:10.0",0.17,13.700,2.3,0.00,0.10,0.0,0.0,CHRG, ,
No,="0:07:24.6",1,1,1,1,4,="0:02:11.0",0.16,13.700,2.2,0.00,0.10,0.0,0.0,CHRG, ,
No,="0:07:25.6",1,1,1,1,4,="0:02:12.0",0.17,13.699,2.2,0.00,0.10,0.0,0.0,CHRG, ,
No,="0:07:26.6",1,1,1,1,4,="0:02:13.0",0.17,13.700,2.2,0.00,0.10,0.0,0.0,CHRG, ,
No,="0:07:27.6",1,1,1,1,4,="0:02:14.0",0.16,13.700,2.1,0.00,0.10,0.0,0.0,CHRG, ,
No,="0:07:28.6",1,1,1,1,4,="0:02:15.0",0.15,13.699,2.1,0.00,0.10,0.0,0.0,CHRG, ,
No,="0:07:29.6",1,1,1,1,4,="0:02:16.0",0.16,13.700,2.1,0.00,0.10,0.0,0.0,CHRG, ,
No,="0:07:30.6",1,1,1,1,4,="0:02:17.0",0.16,13.700,2.1,0.00,0.10,0.0,0.0,CHRG, ,
No,="0:07:31.6",1,1,1,1,4,="0:02:18.0",0.18,13.700,2.4,0.00,0.10,0.0,0.0,CHRG, ,
No,="0:07:32.6",1,1,1,1,4,="0:02:19.0",0.17,13.700,2.2,0.00,0.11,0.0,0.0,CHRG, ,
No,="0:07:33.6",1,1,1,1,4,="0:02:20.0",0.16,13.700,2.2,0.00,0.11,0.0,0.0,CHRG, ,
No,="0:07:34.6",1,1,1,1,4,="0:02:21.0",0.15,13.699,2.0,0.00,0.11,0.0,0.0,CHRG, ,
No,="0:07:35.6",1,1,1,1,4,="0:02:22.0",0.15,13.699,2.0,0.00,0.11,0.0,0.0,CHRG, ,
No,="0:07:36.6",1,1,1,1,4,="0:02:23.0",0.15,13.700,2.0,0.00,0.11,0.0,0.0,CHRG, ,
No,="0:07:37.6",1,1,1,1,4,="0:02:24.0",0.16,13.700,2.2,0.00,0.11,0.0,0.0,CHRG, ,
No,="0:07:38.6",1,1,1,1,4,="0:02:25.0",0.15,13.701,2.0,0.00,0.11,0.0,0.0,CHRG, ,
No,="0:07:39.6",1,1,1,1,4,="0:02:26.0",0.16,13.700,2.1,0.00,0.11,0.0,0.0,CHRG, ,
No,="0:07:40.6",1,1,1,1,4,="0:02:27.0",0.16,13.700,2.1,0.00,0.11,0.0,0.0,CHRG, ,
No,="0:07:41.6",1,1,1,1,4,="0:02:28.0",0.15,13.701,2.1,0.00,0.11,0.0,0.0,CHRG, ,
No,="0:07:42.6",1,1,1,1,4,="0:02:29.0",0.16,13.700,2.1,0.00,0.11,0.0,0.0,CHRG, ,
No,="0:07:43.6",1,1,1,1,4,="0:02:30.0",0.15,13.699,2.0,0.00,0.11,0.0,0.0,CHRG, ,
No,="0:07:44.6",1,1,1,1,4,="0:02:31.0",0.15,13.700,2.0,0.00,0.11,0.0,0.0,CHRG, ,
No,="0:07:45.6",1,1,1,1,4,="0:02:32.0",0.16,13.700,2.1,0.00,0.11,0.0,0.0,CHRG, ,
No,="0:07:46.6",1,1,1,1,4,="0:02:33.0",0.16,13.700,2.1,0.00,0.11,0.0,0.0,CHRG, ,
No,="0:07:47.6",1,1,1,1,4,="0:02:34.0",0.16,13.699,2.1,0.00,0.11,0.0,0.0,CHRG, ,
No,="0:07:48.6",1,1,1,1,4,="0:02:35.0",0.16,13.700,2.1,0.00,0.11,0.0,0.0,CHRG, ,
No,="0:07:49.6",1,1,1,1,4,="0:02:36.0",0.16,13.700,2.2,0.00,0.12,0.0,0.0,CHRG, ,
No,="0:07:50.6",1,1,1,1,4,="0:02:37.0",0.15,13.700,2.0,0.00,0.12,0.0,0.0,CHRG, ,
No,="0:07:51.6",1,1,1,1,4,="0:02:38.0",0.15,13.699,2.0,0.00,0.12,0.0,0.0,CHRG, ,
No,="0:07:52.6",1,1,1,1,4,="0:02:39.0",0.15,13.699,2.0,0.00,0.12,0.0,0.0,CHRG, ,
No,="0:07:53.6",1,1,1,1,4,="0:02:40.0",0.16,13.700,2.1,0.00,0.12,0.0,0.0,CHRG, ,
No,="0:07:54.6",1,1,1,1,4,="0:02:41.0",0.14,13.700,1.9,0.00,0.12,0.0,0.0,CHRG, ,
No,="0:07:55.6",1,1,1,1,4,="0:02:42.0",0.16,13.700,2.1,0.00,0.12,0.0,0.0,CHRG, ,
No,="0:07:56.6",1,1,1,1,4,="0:02:43.0",0.15,13.699,2.0,0.00,0.12,0.0,0.0,CHRG, ,
No,="0:07:57.6",1,1,1,1,4,="0:02:44.0",0.14,13.701,1.9,0.00,0.12,0.0,0.0,CHRG, ,
No,="0:07:58.6",1,1,1,1,4,="0:02:45.0",0.16,13.700,2.1,0.00,0.12,0.0,0.0,CHRG, ,
No,="0:07:59.6",1,1,1,1,4,="0:02:46.0",0.15,13.701,2.0,0.00,0.12,0.0,0.0,CHRG, ,
No,="0:08:00.6",1,1,1,1,4,="0:02:47.0",0.16,13.700,2.1,0.00,0.12,0.0,0.0,CHRG, ,
No,="0:08:01.6",1,1,1,1,4,="0:02:48.0",0.15,13.701,2.1,0.00,0.12,0.0,0.0,CHRG, ,
No,="0:08:02.6",1,1,1,1,4,="0:02:49.0",0.16,13.700,2.1,0.00,0.12,0.0,0.0,CHRG, ,
No,="0:08:03.6",1,1,1,1,4,="0:02:50.0",0.15,13.700,2.0,0.00,0.12,0.0,0.0,CHRG, ,
No,="0:08:04.6",1,1,1,1,4,="0:02:51.0",0.15,13.700,2.0,0.00,0.12,0.0,0.0,CHRG, ,
No,="0:08:05.6",1,1,1,1,4,="0:02:52.0",0.16,13.701,2.1,0.00,0.12,0.0,0.0,CHRG, ,
No,="0:08:06.6",1,1,1,1,4,="0:02:53.0",0.16,13.700,2.1,0.00,0.12,0.0,0.0,CHRG, ,
No,="0:08:07.6",1,1,1,1,4,="0:02:54.0",0.15,13.700,2.0,0.00,0.13,0.0,0.0,CHRG, ,
No,="0:08:08.6",1,1,1,1,4,="0:02:55.0",0.15,13.700,2.0,0.00,0.13,0.0,0.0,CHRG, ,
No,="0:08:09.6",1,1,1,1,4,="0:02:56.0",0.15,13.700,2.0,0.00,0.13,0.0,0.0,CHRG, ,
